id,gravedad,descripcion,tipo_incidencia,fecha_reporte,fecha_cierre
8683,Alta,Cola de espera en TWY E1 superior a 40 min,Saturacion_Vial,2026-08-05T14:42:59Z,2026-08-06T12:42:59Z
8661,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-10T15:25:13Z,2026-08-10T16:25:13Z
8684,Alta,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-08T10:10:38Z,
8689,Leve,"Filtracion mayor en Espigón C, riesgo de corto en instalaciones",Inundacion,2026-08-30T22:11:35Z,2026-09-02T06:11:35Z
8688,Alta,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-09T04:16:06Z,2026-09-11T09:16:06Z
8686,Leve,Cola de espera en TWY D4 superior a 108 min,Saturacion_Vial,2026-08-29T02:28:49Z,
8685,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-18T23:51:13Z,
8687,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-02T10:14:15Z,
8691,Moderada,Radar reporta ecos fantasma tras 56 min de operacion,Falla_Radar,2026-08-19T13:54:56Z,2026-08-20T03:54:56Z
8690,Critica,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-07T12:26:23Z,2026-08-09T14:26:23Z
8692,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-02T05:12:25Z,2026-08-03T09:12:25Z
8695,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-26T23:00:01Z,2026-08-28T14:00:01Z
8693,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-02T11:33:42Z,
8696,Leve,Congestion en calle de rodaje B2,Saturacion_Vial,2026-08-27T04:54:31Z,2026-08-28T15:54:31Z
8694,Leve,Aerolinea reporta suministro insuficiente en surtidor 9,Falta_Combustible,2026-09-11T08:48:07Z,2026-09-14T01:48:07Z
8697,Leve,Aerolinea reporta suministro insuficiente en surtidor 12,Falta_Combustible,2026-08-10T02:06:22Z,
8701,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-15T08:08:36Z,2026-08-17T16:08:36Z
8700,Leve,Cola de espera en TWY E1 superior a 117 min,Saturacion_Vial,2026-08-01T04:29:27Z,2026-08-03T14:29:27Z
8699,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-07T07:18:17Z,2026-09-08T16:18:17Z
8698,Moderada,Falla del sistema de barrido primario (Banda S),Falla_Radar,2026-08-28T16:28:22Z,
8702,Moderada,Congestion en calle de rodaje B2,Saturacion_Vial,2026-08-15T04:41:40Z,2026-08-18T03:41:40Z
8706,Alta,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-17T01:36:16Z,2026-08-19T13:36:16Z
8705,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-04T13:59:50Z,2026-08-05T12:59:50Z
8704,Critica,Congestion en calle de rodaje C3,Saturacion_Vial,2026-08-27T07:10:56Z,
8703,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-02T01:29:21Z,2026-08-03T14:29:21Z
8711,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-09-27T04:50:22Z,2026-09-27T18:50:22Z
8714,Leve,Falla del sistema de barrido primario (Banda C),Falla_Radar,2026-09-01T07:52:32Z,2026-09-01T10:52:32Z
8720,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-09T00:41:07Z,
8719,Alta,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-08-30T20:09:06Z,2026-09-02T10:09:06Z
8718,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-05T12:19:57Z,2026-09-07T06:19:57Z
8716,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-28T20:22:23Z,2026-08-31T16:22:23Z
8721,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-30T03:05:30Z,
8723,Leve,Congestion en calle de rodaje E1,Saturacion_Vial,2026-09-28T22:14:13Z,
8725,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-28T07:00:20Z,
8724,Leve,Cola de espera en TWY C3 superior a 105 min,Saturacion_Vial,2026-09-03T17:41:10Z,2026-09-04T05:41:10Z
8727,Leve,Aerolinea reporta suministro insuficiente en surtidor 3,Falta_Combustible,2026-08-10T02:13:44Z,2026-08-12T08:13:44Z
8728,Leve,Congestion en calle de rodaje E1,Saturacion_Vial,2026-08-08T21:07:21Z,2026-08-09T02:07:21Z
8730,Leve,Cola de espera en TWY E1 superior a 74 min,Saturacion_Vial,2026-08-07T16:04:35Z,2026-08-09T10:04:35Z
8729,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-24T07:29:16Z,
8708,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-03T02:03:55Z,
8731,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-06T05:53:23Z,2026-09-08T13:53:23Z
8733,Moderada,Perdida intermitente de retorno en Banda C,Falla_Radar,2026-09-27T02:34:23Z,2026-09-29T20:34:23Z
8726,Moderada,Alerta preventiva reportada por sistema SCADA,Otro,2026-08-28T21:25:56Z,2026-08-31T14:25:56Z
8717,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-27T20:08:36Z,
8710,Leve,Radar reporta ecos fantasma tras 93 min de operacion,Falla_Radar,2026-09-03T16:16:50Z,2026-09-05T01:16:50Z
8713,Alta,Radar reporta ecos fantasma tras 54 min de operacion,Falla_Radar,2026-09-15T20:29:12Z,
8707,Leve,Aerolinea reporta suministro insuficiente en surtidor 4,Falta_Combustible,2026-09-24T15:53:04Z,2026-09-25T14:53:04Z
8715,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-30T13:13:37Z,2026-08-31T10:13:37Z
8712,Leve,Aerolinea reporta suministro insuficiente en surtidor 9,Falta_Combustible,2026-08-13T16:45:04Z,
8734,Leve,Aerolinea reporta suministro insuficiente en surtidor 4,Falta_Combustible,2026-08-26T13:03:55Z,2026-08-28T03:03:55Z
8742,Alta,Acumulacion de agua en Espigón A tras lluvias intensas,Inundacion,2026-08-15T03:53:18Z,
8737,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-09-09T15:03:53Z,2026-09-10T00:03:53Z
8739,Alta,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-23T01:43:07Z,2026-08-25T02:43:07Z
8709,Alta,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-28T14:13:41Z,2026-08-30T18:13:41Z
8732,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-01T00:40:48Z,
8722,Leve,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-08-15T05:49:19Z,
8747,Moderada,Radar reporta ecos fantasma tras 102 min de operacion,Falla_Radar,2026-08-30T06:18:50Z,2026-08-30T09:18:50Z
8749,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-20T09:20:42Z,2026-09-20T18:20:42Z
8745,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-16T09:40:00Z,2026-08-19T08:40:00Z
8750,Critica,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-09-14T05:15:38Z,2026-09-16T22:15:38Z
8748,Moderada,Congestion en calle de rodaje E1,Saturacion_Vial,2026-09-27T01:08:32Z,2026-09-28T22:08:32Z
8751,Critica,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-01T00:24:04Z,2026-09-03T18:24:04Z
8752,Moderada,Congestion en calle de rodaje A1,Saturacion_Vial,2026-09-13T00:16:08Z,
8736,Moderada,Perdida intermitente de retorno en Banda S,Falla_Radar,2026-09-24T03:41:47Z,2026-09-26T17:41:47Z
8753,Moderada,Cola de espera en TWY B2 superior a 31 min,Saturacion_Vial,2026-08-04T22:44:57Z,2026-08-06T07:44:57Z
8755,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-09-09T00:38:41Z,2026-09-11T12:38:41Z
8754,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-14T09:29:23Z,2026-08-15T00:29:23Z
8757,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-09-16T11:13:39Z,2026-09-18T08:13:39Z
8756,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-01T08:59:06Z,2026-08-03T02:59:06Z
8758,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-01T07:18:57Z,2026-08-04T00:18:57Z
8759,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-08-26T10:55:56Z,
8760,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-17T22:40:31Z,2026-09-19T08:40:31Z
8738,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-17T22:58:13Z,2026-08-18T18:58:13Z
8761,Moderada,Cola de espera en TWY D4 superior a 72 min,Saturacion_Vial,2026-08-29T06:55:51Z,2026-08-31T13:55:51Z
8741,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-26T03:36:23Z,2026-08-26T19:36:23Z
8746,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-01T08:14:55Z,
8762,Leve,Cola de espera en TWY C3 superior a 21 min,Saturacion_Vial,2026-09-22T05:29:57Z,
8764,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-09-11T00:59:57Z,2026-09-13T13:59:57Z
8765,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-15T19:39:54Z,
8766,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-03T21:21:16Z,
8768,Moderada,Cola de espera en TWY B2 superior a 53 min,Saturacion_Vial,2026-08-24T23:27:33Z,2026-08-27T21:27:33Z
8770,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-03T23:35:06Z,2026-08-05T16:35:06Z
8767,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-18T22:43:58Z,2026-08-21T18:43:58Z
8771,Leve,Acumulacion de agua en Espigón B tras lluvias intensas,Inundacion,2026-09-24T07:36:53Z,
8769,Moderada,Perdida intermitente de retorno en Banda C,Falla_Radar,2026-08-19T17:19:31Z,2026-08-20T00:19:31Z
8763,Critica,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-08-15T09:39:01Z,2026-08-17T17:39:01Z
8774,Moderada,Cola de espera en TWY B2 superior a 58 min,Saturacion_Vial,2026-09-10T12:51:25Z,2026-09-12T14:51:25Z
8773,Alta,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-09-03T07:18:22Z,2026-09-05T05:18:22Z
8772,Moderada,Cola de espera en TWY E1 superior a 119 min,Saturacion_Vial,2026-09-15T23:51:21Z,2026-09-18T06:51:21Z
8775,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-24T19:43:11Z,2026-09-27T14:43:11Z
8743,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-04T17:09:08Z,2026-08-06T09:09:08Z
8777,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-16T03:46:32Z,2026-09-17T07:46:32Z
8776,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-09T16:12:39Z,2026-09-11T07:12:39Z
8785,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-09T11:35:40Z,2026-09-11T20:35:40Z
8780,Alta,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-02T05:37:06Z,2026-08-03T08:37:06Z
8782,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-16T15:13:53Z,2026-08-17T14:13:53Z
8781,Moderada,Aerolinea reporta suministro insuficiente en surtidor 11,Falta_Combustible,2026-09-29T13:49:52Z,2026-09-30T14:49:52Z
8783,Critica,Congestion en calle de rodaje B2,Saturacion_Vial,2026-08-24T02:51:43Z,2026-08-24T22:51:43Z
8778,Alta,Congestion en calle de rodaje C3,Saturacion_Vial,2026-08-27T18:52:09Z,2026-08-30T07:52:09Z
8744,Alta,Alerta preventiva reportada por sistema BHS,Otro,2026-09-17T06:37:29Z,2026-09-18T05:37:29Z
8787,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-13T02:55:49Z,2026-08-14T18:55:49Z
8784,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-09-28T22:23:19Z,2026-09-30T07:23:19Z
8786,Moderada,Aerolinea reporta suministro insuficiente en surtidor 1,Falta_Combustible,2026-08-19T14:04:19Z,
8790,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-11T10:03:17Z,2026-08-12T16:03:17Z
8797,Alta,Congestion en calle de rodaje B2,Saturacion_Vial,2026-09-29T22:36:26Z,
8798,Moderada,"Filtracion mayor en Espigón C, riesgo de corto en instalaciones",Inundacion,2026-08-21T12:48:03Z,2026-08-24T05:48:03Z
8735,Leve,Radar reporta ecos fantasma tras 61 min de operacion,Falla_Radar,2026-09-02T03:49:01Z,2026-09-04T21:49:01Z
8794,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-13T05:44:52Z,
8789,Critica,Cola de espera en TWY E1 superior a 44 min,Saturacion_Vial,2026-08-31T17:00:59Z,2026-09-03T17:00:59Z
8740,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-17T03:59:38Z,
8799,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-17T13:49:16Z,
8801,Moderada,Cola de espera en TWY C3 superior a 23 min,Saturacion_Vial,2026-08-10T18:13:49Z,
8791,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-20T23:47:50Z,
8804,Alta,Cola de espera en TWY C3 superior a 109 min,Saturacion_Vial,2026-09-01T23:28:22Z,2026-09-04T09:28:22Z
8803,Alta,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-08-17T23:45:48Z,2026-08-19T02:45:48Z
8800,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-03T11:22:44Z,2026-09-06T11:22:44Z
8802,Leve,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-09-19T14:42:46Z,2026-09-19T19:42:46Z
8805,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-19T13:33:29Z,
8795,Critica,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-08T15:58:18Z,
8807,Moderada,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-08-01T03:43:23Z,2026-08-01T21:43:23Z
8788,Leve,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-09-01T02:12:13Z,
8808,Alta,Radar reporta ecos fantasma tras 109 min de operacion,Falla_Radar,2026-08-30T10:16:34Z,2026-08-31T01:16:34Z
8806,Moderada,Cola de espera en TWY E1 superior a 49 min,Saturacion_Vial,2026-08-24T21:02:22Z,2026-08-26T02:02:22Z
8796,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-16T08:14:03Z,
8792,Leve,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-08-15T15:08:48Z,2026-08-18T12:08:48Z
8809,Leve,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-09-25T11:15:12Z,2026-09-27T20:15:12Z
8793,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-19T01:08:49Z,2026-09-21T02:08:49Z
8811,Alta,Perdida intermitente de retorno en Banda C,Falla_Radar,2026-08-17T20:11:35Z,2026-08-18T16:11:35Z
8779,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-21T02:15:16Z,2026-08-22T07:15:16Z
8810,Leve,Cola de espera en TWY B2 superior a 31 min,Saturacion_Vial,2026-08-15T03:42:44Z,2026-08-17T03:42:44Z
8815,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-28T03:22:50Z,2026-09-29T10:22:50Z
8813,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-11T20:09:46Z,
8814,Moderada,Cola de espera en TWY C3 superior a 34 min,Saturacion_Vial,2026-09-29T22:46:51Z,
8817,Alta,Cola de espera en TWY B2 superior a 62 min,Saturacion_Vial,2026-08-27T02:30:09Z,2026-08-29T08:30:09Z
8819,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-15T05:58:49Z,2026-08-16T08:58:49Z
8816,Moderada,Perdida intermitente de retorno en Banda L,Falla_Radar,2026-09-06T09:53:16Z,2026-09-09T05:53:16Z
8820,Moderada,Cola de espera en TWY A1 superior a 111 min,Saturacion_Vial,2026-08-03T09:12:26Z,2026-08-04T12:12:26Z
8812,Leve,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-27T18:08:27Z,2026-08-28T21:08:27Z
8821,Leve,Cola de espera en TWY B2 superior a 17 min,Saturacion_Vial,2026-08-02T14:30:35Z,
8823,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-06T04:40:06Z,2026-08-07T21:40:06Z
8822,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-24T06:23:38Z,2026-08-26T08:23:38Z
8825,Moderada,Aerolinea reporta suministro insuficiente en surtidor 10,Falta_Combustible,2026-08-14T01:41:35Z,2026-08-14T10:41:35Z
8826,Critica,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-16T11:09:47Z,2026-09-18T05:09:47Z
8827,Moderada,Radar reporta ecos fantasma tras 102 min de operacion,Falla_Radar,2026-09-20T00:09:23Z,2026-09-22T18:09:23Z
8818,Alta,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-25T19:39:47Z,2026-09-26T08:39:47Z
8828,Leve,Falla del sistema de barrido primario (Banda X),Falla_Radar,2026-09-06T11:25:31Z,2026-09-09T03:25:31Z
8831,Alta,Perdida intermitente de retorno en Banda S,Falla_Radar,2026-09-02T08:36:24Z,
8834,Alta,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-20T15:40:20Z,2026-08-22T18:40:20Z
8833,Moderada,Congestion en calle de rodaje D4,Saturacion_Vial,2026-09-16T23:23:53Z,2026-09-19T09:23:53Z
8836,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-17T10:25:37Z,
8835,Leve,Falla del sistema de barrido primario (Banda L),Falla_Radar,2026-08-31T03:15:34Z,
8839,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-15T07:17:34Z,2026-09-15T22:17:34Z
8838,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-09-05T02:00:44Z,2026-09-06T19:00:44Z
8837,Alta,Perdida intermitente de retorno en Banda L,Falla_Radar,2026-08-29T23:44:49Z,2026-09-01T04:44:49Z
8841,Critica,Falla del sistema de barrido primario (Banda L),Falla_Radar,2026-08-20T07:35:30Z,2026-08-23T05:35:30Z
8843,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-09-19T01:33:15Z,2026-09-21T16:33:15Z
8846,Leve,Cola de espera en TWY B2 superior a 53 min,Saturacion_Vial,2026-09-23T07:48:49Z,2026-09-25T03:48:49Z
8844,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-24T23:06:18Z,
8842,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-03T20:51:14Z,
8840,Alta,Falla del sistema de barrido primario (Banda C),Falla_Radar,2026-09-14T10:40:33Z,2026-09-15T10:40:33Z
8830,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-17T13:08:37Z,2026-09-18T20:08:37Z
8847,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-12T08:30:56Z,2026-08-13T11:30:56Z
8824,Critica,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-08-05T16:30:25Z,2026-08-07T04:30:25Z
8845,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-21T14:23:19Z,
8849,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-13T22:28:43Z,
8850,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-17T05:44:37Z,2026-08-18T18:44:37Z
8848,Alta,Congestion en calle de rodaje A1,Saturacion_Vial,2026-09-14T19:40:55Z,2026-09-15T01:40:55Z
8851,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-21T15:15:47Z,2026-09-22T02:15:47Z
8829,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-23T01:45:24Z,2026-09-23T16:45:24Z
8832,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-01T00:20:11Z,
8854,Leve,Falla del sistema de barrido primario (Banda X),Falla_Radar,2026-08-13T22:59:33Z,2026-08-14T01:59:33Z
8860,Moderada,Perdida intermitente de retorno en Banda C,Falla_Radar,2026-09-05T20:53:15Z,2026-09-07T12:53:15Z
8859,Critica,Congestion en calle de rodaje C3,Saturacion_Vial,2026-08-03T20:13:59Z,2026-08-06T10:13:59Z
8861,Moderada,Cola de espera en TWY B2 superior a 61 min,Saturacion_Vial,2026-09-26T22:54:08Z,2026-09-28T09:54:08Z
8863,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-27T11:24:34Z,
8866,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-03T21:55:06Z,
8867,Critica,Perdida intermitente de retorno en Banda L,Falla_Radar,2026-08-07T02:07:06Z,2026-08-09T02:07:06Z
8865,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-21T21:27:04Z,
8862,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-11T15:06:45Z,2026-09-11T21:06:45Z
8864,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-21T23:18:04Z,
8869,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-22T18:46:53Z,2026-08-24T13:46:53Z
8872,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-10T06:19:11Z,2026-09-10T22:19:11Z
8870,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-02T17:18:04Z,2026-08-04T00:18:04Z
8871,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-15T03:18:01Z,2026-08-16T19:18:01Z
8873,Moderada,Perdida intermitente de retorno en Banda X,Falla_Radar,2026-08-18T17:40:49Z,2026-08-19T16:40:49Z
8874,Moderada,Cola de espera en TWY A1 superior a 119 min,Saturacion_Vial,2026-09-26T08:52:49Z,2026-09-29T05:52:49Z
8876,Critica,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-28T01:16:06Z,
8875,Alta,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-03T17:50:31Z,2026-08-05T06:50:31Z
8852,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-26T21:10:16Z,2026-08-29T05:10:16Z
8855,Alta,Cola de espera en TWY E1 superior a 92 min,Saturacion_Vial,2026-08-31T11:14:31Z,
8877,Moderada,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-08-26T04:30:58Z,
8853,Moderada,Aerolinea reporta suministro insuficiente en surtidor 8,Falta_Combustible,2026-08-23T18:34:10Z,
8856,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-06T21:37:38Z,2026-09-08T07:37:38Z
8868,Moderada,Cola de espera en TWY D4 superior a 61 min,Saturacion_Vial,2026-08-12T21:03:31Z,2026-08-15T19:03:31Z
8857,Moderada,Radar reporta ecos fantasma tras 107 min de operacion,Falla_Radar,2026-09-08T08:21:46Z,
8879,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-28T17:35:08Z,2026-08-29T00:35:08Z
8858,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-01T11:13:44Z,
8881,Alta,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-29T20:54:46Z,2026-08-30T11:54:46Z
8878,Alta,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-08-25T15:42:06Z,
8880,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-26T21:37:09Z,
8882,Alta,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-10T05:44:45Z,2026-08-10T14:44:45Z
8883,Leve,Aerolinea reporta suministro insuficiente en surtidor 12,Falta_Combustible,2026-08-05T05:17:23Z,2026-08-07T15:17:23Z
8884,Moderada,Radar reporta ecos fantasma tras 95 min de operacion,Falla_Radar,2026-09-13T11:36:42Z,
8886,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-10T11:10:47Z,2026-09-11T12:10:47Z
8887,Critica,Cola de espera en TWY E1 superior a 62 min,Saturacion_Vial,2026-08-03T00:20:06Z,
8889,Leve,Cola de espera en TWY C3 superior a 113 min,Saturacion_Vial,2026-09-09T09:30:06Z,
8885,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-13T03:25:20Z,
8891,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-04T22:10:48Z,2026-08-06T13:10:48Z
8893,Leve,"Filtracion mayor en Espigón A, riesgo de corto en instalaciones",Inundacion,2026-09-06T16:32:11Z,
8892,Moderada,Radar reporta ecos fantasma tras 69 min de operacion,Falla_Radar,2026-09-29T02:03:16Z,2026-09-30T15:03:16Z
8888,Moderada,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-09-02T13:07:45Z,2026-09-04T18:07:45Z
8890,Alta,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-05T06:05:07Z,2026-08-08T00:05:07Z
8894,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-19T02:13:49Z,2026-08-21T12:13:49Z
8895,Leve,Acumulacion de agua en Espigón C tras lluvias intensas,Inundacion,2026-09-14T23:00:22Z,2026-09-16T15:00:22Z
8896,Moderada,"Filtracion mayor en hall central, riesgo de corto en instalaciones",Inundacion,2026-09-20T16:44:26Z,2026-09-20T19:44:26Z
8898,Moderada,Radar reporta ecos fantasma tras 67 min de operacion,Falla_Radar,2026-08-05T18:47:42Z,2026-08-07T02:47:42Z
8900,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-11T10:11:30Z,2026-08-12T03:11:30Z
